OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,FC_FC_CODE,FC_CODE_DESC,TOWN_NUMBER,TOWN_NAME,YEAR,GlobalID,speed
1,"0020177",0,0.03,"4",Minor Arterial,"002",ANSONIA,"2024",{D345B119-D8CF-4C67-AFC6-ECBB670D2A71},40
2,"0020189",0,0.14,"7",Local,"002",ANSONIA,"2024",{76ECFD45-FFAC-4CB5-97C6-551EFFB63D1D},25
3,"0020198",0.08,0.25,"7",Local,"002",ANSONIA,"2024",{5377FED8-8357-4354-97A5-AD0C3FDBE428},25
4,"0020215",0,0.24,"7",Local,"002",ANSONIA,"2024",{A2ADBCB6-8556-4E81-BBC1-1531C6462E53},25
5,"0020222",0,0.08,"7",Local,"002",ANSONIA,"2024",{FB27EFDC-707F-4F02-A6A9-D885E493BF91},25
6,"0020237",0,0.1,"7",Local,"002",ANSONIA,"2024",{F4083E49-C9B4-4744-ADFE-31C3E0F046E9},25
7,"0020241",0,0.21,"7",Local,"002",ANSONIA,"2024",{C36D120D-EF23-408A-80D0-9F7EB0C77397},25
8,"0020249",0,0.61,"5",Major Collector,"002",ANSONIA,"2024",{E58C0ADC-A2E4-4CB7-9B6C-7D488B80A3B5},30
9,"0020250",0,0.25,"7",Local,"002",ANSONIA,"2024",{35E5A20E-FE5A-4CB6-AAC0-989742B379F8},25
10,"0020257",0,0.02,"7",Local,"002",ANSONIA,"2024",{1BF3BDDC-B24E-4B5C-BF7F-DFE991537409},25
11,"0020274",0,0.13,"7",Local,"002",ANSONIA,"2024",{15188E45-F01D-4F60-B2F8-DD04F44F9C1A},25
12,"0020283",0,0.12,"7",Local,"002",ANSONIA,"2024",{5641D5D9-F1F4-4926-A8FC-895A41A0622C},25
13,"0020290",0,0.14,"7",Local,"002",ANSONIA,"2024",{47FD00A7-48E7-4C86-9472-610077C04A06},25
14,"0020292",0,0.18,"7",Local,"002",ANSONIA,"2024",{560D7A17-7CA6-4E49-86A4-91002C730559},25
15,"0020295",0,0.03,"7",Local,"002",ANSONIA,"2024",{0AC77C94-16D4-4C48-839F-A94B0F78436A},25
16,"0020308",0,0.12,"7",Local,"002",ANSONIA,"2024",{CC3D941C-ED25-4B4F-9924-4821332F0532},25
17,"0020313",0,0.27,"7",Local,"002",ANSONIA,"2024",{BA469E04-D7AF-443F-94CC-BE1B8A5FB9EA},25
18,"0020317",0,0.33,"7",Local,"002",ANSONIA,"2024",{C44BEB4A-8FC7-49CE-909A-EBE1CC232A01},25
19,"0030003",0,0.27,"7",Local,"003",ASHFORD,"2024",{FAED4E3B-E4D3-4EAC-AF93-38B96C90B7B8},25
20,"0030016",0,1.19,"7",Local,"003",ASHFORD,"2024",{A376261D-068C-495E-8F5E-0567DFA5141F},25
21,"0030024",0,1.46,"7",Local,"003",ASHFORD,"2024",{CE90D4CA-95AF-4104-AA43-F828C80CCC42},25
22,"0030026",0,0.17,"7",Local,"003",ASHFORD,"2024",{875D850B-6451-4EAD-9813-D2C8E75E6BA7},25
23,"0030028",0,1.55,"7",Local,"003",ASHFORD,"2024",{77C7AB3D-65EE-409C-87BB-86D47B1A9174},25
24,"0030029",0,0.28,"7",Local,"003",ASHFORD,"2024",{8CF32133-4D42-4D1C-94D7-FEBBCD57B0E8},25
25,"0030035",0,0.72,"7",Local,"003",ASHFORD,"2024",{050E82D1-7E93-4389-87BD-7EFFEA092C21},25
26,"0030038",0,0.3,"7",Local,"003",ASHFORD,"2024",{39EDD67F-CBC6-49C9-9823-E0B7F0878270},25
27,"0010019",0,0.82,"7",Local,"001",ANDOVER,"2024",{3659588C-D189-43E9-A9F8-508E63B5AB11},25
28,"0010027",0,0.29,"7",Local,"001",ANDOVER,"2024",{80C3EFA3-2D33-400E-AB87-6A792391AEFB},25
29,"0010035",0,1.17,"7",Local,"001",ANDOVER,"2024",{973D20EC-4F21-45F3-A8A1-B7013F92CCD5},25
30,"0010045",0,0.24,"7",Local,"001",ANDOVER,"2024",{C44DD6C4-CE64-49E7-ADC0-4B85F89A70F4},25
31,"0010048",0,0.05,"7",Local,"001",ANDOVER,"2024",{C08CF3C4-D6CE-4425-8400-4C9B923020D9},25
32,"0010050",0,0.64,"7",Local,"001",ANDOVER,"2024",{15FB91F7-A89F-4272-89F3-611B6C2A57F8},25
33,"0010058",0,0.38,"7",Local,"001",ANDOVER,"2024",{EE8922D8-7E64-4AA4-B2CC-C824C9B6C2D9},25
34,"0010059",0,0.24,"7",Local,"001",ANDOVER,"2024",{74FAC15D-0122-4468-BF3A-C029E161F1AF},25
35,"0020020",0,0.23,"7",Local,"002",ANSONIA,"2024",{FE2AEE3B-9081-4A22-B59C-E331E857D3BA},25
36,"0020026",0,0.05,"7",Local,"002",ANSONIA,"2024",{E03991BC-AC7E-4DED-B7C4-ED062D350A2F},25
37,"0020033",0,0.26,"7",Local,"002",ANSONIA,"2024",{24A07926-FEA5-4436-8AFB-903DBAA37E57},25
38,"0020043",0,0.2,"7",Local,"002",ANSONIA,"2024",{0D3EB78D-FAE1-4514-BFA2-BDB519992A42},25
39,"0020045",0,0.42,"4",Minor Arterial,"002",ANSONIA,"2024",{616B6C2F-8555-46AC-8B49-FC0CCB8EA99A},40
40,"0020050",0,0.31,"5",Major Collector,"002",ANSONIA,"2024",{78EC48D0-7193-4063-B57B-1B1E1DBA12C8},30
41,"0020056",0,0.28,"7",Local,"002",ANSONIA,"2024",{689BAA4D-C526-4CDB-A815-215D134724E3},25
42,"0020070",0,0.13,"7",Local,"002",ANSONIA,"2024",{D2B6F327-A045-41E1-888D-B8D670AD282F},25
43,"0020075",0,0.06,"7",Local,"002",ANSONIA,"2024",{B0788E04-D597-40F0-88B8-363D227DFB0D},25
44,"0020085",0,0.06,"7",Local,"002",ANSONIA,"2024",{55C3A945-D441-4E2B-974E-940F3A12F9AB},25
45,"0020087",0,0.27,"7",Local,"002",ANSONIA,"2024",{252096B0-C3B9-4477-9E40-670F2340237F},25
46,"0020096",0,0.53,"7",Local,"002",ANSONIA,"2024",{3A77DE80-D8AF-488A-92F9-979BD50432F4},25
47,"0020108",0,0.16,"7",Local,"002",ANSONIA,"2024",{D20C46ED-82B7-43C2-84A9-E0082D1120EF},25
48,"0020111",0,0.13,"7",Local,"002",ANSONIA,"2024",{29CCBEDA-9DBB-4E40-9F07-4086949B3E14},25
49,"0020116",0,0.71,"7",Local,"002",ANSONIA,"2024",{D27609DF-DDCC-4C0F-8DDF-EB0936FD1A8A},25
50,"0020120",0.57,0.7,"5",Major Collector,"002",ANSONIA,"2024",{2C644A6B-07D4-4253-BB4E-0538BE203C6D},30
51,"0020142",0,0.17,"7",Local,"002",ANSONIA,"2024",{27E4E8A1-4DAD-42A1-ADE0-8DD07F0C7E85},25
52,"0020148",0,0.39,"7",Local,"002",ANSONIA,"2024",{65F13343-FB5B-4261-93B0-30DCF9D9693C},25
53,"0020150",0,0.47,"7",Local,"002",ANSONIA,"2024",{DA77C5EF-19C5-4BA5-AB3D-30E456FB7D82},25
54,"0020156",0,0.36,"7",Local,"002",ANSONIA,"2024",{F39C1424-7F73-4601-82A7-82E584E1E3E9},25
55,"0020160",0,0.33,"7",Local,"002",ANSONIA,"2024",{8E7A885D-ADA9-4321-8982-776B78C8C60C},25
56,"0020161",0,0.31,"7",Local,"002",ANSONIA,"2024",{77A202AD-D873-41B4-88A2-F7A0EBD7A68A},25
57,"0020165",0,0.03,"7",Local,"002",ANSONIA,"2024",{D8F64CAA-FC86-44A4-B4E1-531371A941EE},25
58,"0040013",0,0.34,"7",Local,"004",AVON,"2024",{DA06CCF8-8C2F-4262-ABF9-456D5970B883},25
59,"0040032",0,0.27,"7",Local,"004",AVON,"2024",{D57272DE-A2C3-4787-A06C-B54334745609},25
60,"0040056",0,0.08,"7",Local,"004",AVON,"2024",{D9449109-F3C4-4151-B3C3-5238763BB2F3},25
61,"0040060",0,0.06,"7",Local,"004",AVON,"2024",{25DAB98F-4E2B-4927-B69D-71FA6D411B9D},25
62,"0040067",0,1.3,"5",Major Collector,"004",AVON,"2024",{9A89B536-8065-44D8-9B6A-97B669DED6DB},30
63,"0040085",0,0.59,"7",Local,"004",AVON,"2024",{95D8515F-FB4E-4B27-B2C2-8B35233BB1D4},25
64,"0040092",0,0.08,"7",Local,"004",AVON,"2024",{9D0362CE-5ED3-4684-9D10-53DBB83D861C},25
65,"0040106",0,0.38,"5",Major Collector,"004",AVON,"2024",{6ED1D165-8A14-4573-BB1C-92BE6F0651E0},30
66,"0050060",0,0.62,"7",Local,"005",BARKHAMSTED,"2024",{1D2086A2-D552-47CD-9E84-3C2C1801583B},25
67,"0050063",0,0.1,"7",Local,"005",BARKHAMSTED,"2024",{DDFAAD48-A98C-48F1-A996-EDFED8D1FEB7},25
68,"0050066",0,0.2,"7",Local,"005",BARKHAMSTED,"2024",{AA31355F-0A0F-41BF-9A18-6DB60BA6574A},25
69,"0050070",0,0.14,"7",Local,"005",BARKHAMSTED,"2024",{D110CB38-01C9-4FE0-9C1E-C47C7CF66F4B},25
70,"0050073",0,0.16,"7",Local,"005",BARKHAMSTED,"2024",{2114E0CC-7BDD-4DCD-B1ED-8F681CAF995E},25
71,"0050078",0,0.32,"7",Local,"005",BARKHAMSTED,"2024",{F0A61A2E-D95F-4480-8550-5A156B89C687},25
72,"0050080",0,1.05,"7",Local,"005",BARKHAMSTED,"2024",{6D66ADDC-BF5F-4034-9D37-BDF6990B10A2},25
73,"0050084",0,0.24,"7",Local,"005",BARKHAMSTED,"2024",{FB9249BD-0A99-49A2-8C59-2256D8598953},25
74,"0060002",0,0.1,"7",Local,"006",BEACON FALLS,"2024",{D047130E-1084-4F99-AD97-961964FD8A1A},25
75,"0060013",0,0.17,"7",Local,"006",BEACON FALLS,"2024",{5BA59437-45C8-476B-8589-180C98F9BD9F},25
76,"0060017",0.2,0.42,"7",Local,"006",BEACON FALLS,"2024",{0C1BD140-86BA-42D7-8F05-432196BBB2F1},25
77,"0060025",0,0.48,"7",Local,"006",BEACON FALLS,"2024",{B81099C8-92CB-420E-87D7-3F5BECBFBE19},25
78,"0060029",0,0.13,"7",Local,"006",BEACON FALLS,"2024",{A326B894-AB2A-480F-B2F9-CC628B3F903C},25
79,"0060032",0.1,0.6,"7",Local,"006",BEACON FALLS,"2024",{92654FE7-7A3E-4BC0-9E76-834CD0207400},25
80,"0060039",0,0.76,"7",Local,"006",BEACON FALLS,"2024",{C3CEC5B5-8A0A-4A56-81FD-DBC6E03FE7DA},25
81,"0060067",0,0.16,"7",Local,"006",BEACON FALLS,"2024",{D8AB00F9-8ADB-4F9A-99D7-CFD0F7EDBB2E},25
82,"0060068",0,0.4,"7",Local,"006",BEACON FALLS,"2024",{A9793DD5-15B5-4EB6-8A1F-AAEA7F5E2AE2},25
83,"0060072",0,0.12,"7",Local,"006",BEACON FALLS,"2024",{75CA90E7-A4E3-4C38-887A-55FE65963A74},25
84,"0060081",0,0.58,"7",Local,"006",BEACON FALLS,"2024",{A1F0CC92-5E5A-4DB9-A889-2556489B0D34},25
85,"0060086",0,0.11,"7",Local,"006",BEACON FALLS,"2024",{4A56A14B-CEB2-4AB9-9BDB-0343389582CA},25
86,"0060101",0,0.3,"7",Local,"006",BEACON FALLS,"2024",{EB83778C-C4E8-4EE9-835D-EC4544198B87},25
87,"0070012",0,0.55,"5",Major Collector,"007",BERLIN,"2024",{BB3250D7-E0FF-4C86-A16E-075E0F62974B},30
88,"0070012",0.55,0.82,"7",Local,"007",BERLIN,"2024",{9FE28C2D-EC1E-4B5B-B610-AFEE902DA7AC},25
89,"0070016",0,0.37,"7",Local,"007",BERLIN,"2024",{BCB2CB0E-057C-46E4-9A05-EA3CC4DF653C},25
90,"0070022",0,0.14,"7",Local,"007",BERLIN,"2024",{BAA5A893-424C-408F-94C9-B8A1089CAF13},25
91,"0070028",0,0.16,"7",Local,"007",BERLIN,"2024",{5CA4AB11-D993-4065-8668-194D61792B28},25
92,"0070047",0,0.25,"7",Local,"007",BERLIN,"2024",{51C2000E-C2F1-42A6-BFE7-14B0485777A1},25
93,"0070049",0,0.1,"7",Local,"007",BERLIN,"2024",{3D6705BA-AD0F-4A86-B01E-B04F0114443C},25
94,"0070066",0,0.33,"7",Local,"007",BERLIN,"2024",{671720B4-98C6-4324-8B75-59D51DFF62CC},25
95,"0070071",0,0.59,"7",Local,"007",BERLIN,"2024",{23D74CFD-BFAC-4CCF-9696-6EE6E8A1D37B},25
96,"0070073",0,0.24,"7",Local,"007",BERLIN,"2024",{65A87411-1BFE-47EC-ACB4-C6C042DD41E6},25
97,"0070075",0,0.2,"7",Local,"007",BERLIN,"2024",{C87D7C5F-7C75-418C-A67E-B3580C9450FC},25
98,"0070090",0,0.1,"7",Local,"007",BERLIN,"2024",{81F806E3-281A-49DD-9CBE-54D430F5BC3C},25
99,"0070092",0,1.98,"7",Local,"007",BERLIN,"2024",{43603F5C-AF30-480A-8E12-21C4A0BA9A5A},25
100,"0070100",0,0.39,"7",Local,"007",BERLIN,"2024",{EC301152-7D9A-49EC-9F36-5A45C38AEB54},25
101,"0070105",0,1.67,"5",Major Collector,"007",BERLIN,"2024",{DAD37C4A-1E87-4315-AEFF-16EB0BE07AB1},30
102,"0040138",0,0.55,"7",Local,"004",AVON,"2024",{755FCDA8-318F-4638-9E82-E7129CCCC500},25
103,"0040141",0,0.1,"7",Local,"004",AVON,"2024",{AA1FC085-001B-4B15-B94F-F715DF0C6A91},25
104,"0040143",0,0.07,"7",Local,"004",AVON,"2024",{3ADEEAA1-09B1-4262-B64B-22993AD2B3E9},25
105,"0040148",0,0.3,"7",Local,"004",AVON,"2024",{ED0E54EC-B734-405A-8BD6-8749A9FBFEAE},25
106,"0040160",0,0.09,"7",Local,"004",AVON,"2024",{AB2CB2AA-50F5-419C-8F24-A7FEFD06843F},25
107,"0040162",0,0.1,"7",Local,"004",AVON,"2024",{9C16801F-2A7C-4527-8026-A01665E5AA2D},25
108,"0040167",0,0.36,"7",Local,"004",AVON,"2024",{18BCA421-2A37-4F1D-A889-571101550889},25
109,"0040168",0,0.14,"7",Local,"004",AVON,"2024",{3B5BB70D-5781-43B9-8C8D-B4B566A1E21D},25
110,"0040170",0,0.14,"7",Local,"004",AVON,"2024",{77170366-4607-4BA9-9DCE-C4FB41738BDF},25
111,"0040174",0,0.91,"7",Local,"004",AVON,"2024",{74E1AD51-B613-419E-8D0E-3562409870DB},25
112,"0040204",0,0.24,"7",Local,"004",AVON,"2024",{309B1867-9E01-496E-8E78-4A45E1CCF823},25
113,"0040217",0,0.18,"7",Local,"004",AVON,"2024",{A7325A60-8B98-497E-BD4D-E01AF5B064D1},25
114,"0040220",0,0.46,"7",Local,"004",AVON,"2024",{3E9F3149-0BC6-47C0-918B-AC85FC898786},25
115,"0040232",0,2.32,"7",Local,"004",AVON,"2024",{5BD3F72C-056C-46CD-A3BA-88E34AFD6D76},25
116,"0040235",0,0.46,"7",Local,"004",AVON,"2024",{90AD68FF-16CA-4CA7-B1AC-1AA86CAE3B7E},25
117,"0040255",0,0.08,"7",Local,"004",AVON,"2024",{0172EE3A-6136-4310-A2C3-D25613F96DB2},25
118,"0040257",0,0.36,"7",Local,"004",AVON,"2024",{982E9FD9-6722-4CA1-AAE5-820AABB86505},25
119,"0040261",0,0.17,"7",Local,"004",AVON,"2024",{C5F5D838-834D-40C7-9C74-3191120E6F7B},25
120,"0040264",0,0.17,"7",Local,"004",AVON,"2024",{AD43D779-DFCC-47D2-8CEB-BCA1F99E0586},25
121,"0040267",0,0.51,"7",Local,"004",AVON,"2024",{62943E41-5044-4E43-8C80-68DB29F4CD23},25
122,"0040268",0,0.08,"7",Local,"004",AVON,"2024",{4FF5099C-6D9B-4E74-A76A-D91581D5B063},25
123,"0040274",0,0.21,"7",Local,"004",AVON,"2024",{366FE058-1A3E-4F9F-9234-23A0983E8B00},25
124,"0040290",0,0.08,"7",Local,"004",AVON,"2024",{1450651A-4841-4D71-9D49-DEC3D949B846},25
125,"0040308",0,0.16,"7",Local,"004",AVON,"2024",{0977D968-76A9-4C08-9037-588F3C5366E4},25
126,"0050041",0,0.21,"7",Local,"005",BARKHAMSTED,"2024",{3867DD75-CAC6-4012-A96C-025A15FAD67F},25
127,"0050048",0,0.09,"7",Local,"005",BARKHAMSTED,"2024",{B7066DE2-14B6-4BE9-988C-4E6B0543FEF1},25
128,"0050057",0,0.53,"7",Local,"005",BARKHAMSTED,"2024",{1A14C5BB-1379-4B96-A880-A5B3EA60E332},25
129,"0050058",0,0.18,"7",Local,"005",BARKHAMSTED,"2024",{D70D8262-3814-4B60-9892-79B9C2536184},25
130,"0030041",0,2.28,"7",Local,"003",ASHFORD,"2024",{933B0146-9928-40B8-935A-5C279D797D77},25
131,"0030061",0,1.18,"7",Local,"003",ASHFORD,"2024",{D62C92E8-5202-45DF-9814-638795876F09},25
132,"0030064",0,2.65,"7",Local,"003",ASHFORD,"2024",{DECDB75C-C09A-4877-B0EF-4CB7DB526604},25
133,"0030070",0,0.28,"7",Local,"003",ASHFORD,"2024",{A9337155-6825-46C9-9B36-487F8AD16F97},25
134,"0040001",0,0.18,"7",Local,"004",AVON,"2024",{5FB81FC5-F478-432F-B2A9-D76DD69114A9},25
135,"0040008",0,0.08,"7",Local,"004",AVON,"2024",{95EF316E-2F3B-4877-A8FE-ADD64AED0286},25
136,"0040012",0,0.33,"7",Local,"004",AVON,"2024",{A4C66775-E63E-4D14-81F4-FAD4E3619B78},25
137,"0080019",0,2.44,"7",Local,"008",BETHANY,"2024",{5EB22B7C-0C27-47B5-A209-5F2C042FD931},25
138,"0080022",0,0.14,"7",Local,"008",BETHANY,"2024",{91F3FFA5-92AE-44FC-BE09-33D81150DEA0},25
139,"0080029",0,0.94,"6",Minor Collector,"008",BETHANY,"2024",{C0D303D2-D1F9-4E92-AB53-6CDBF20559C9},30
140,"0080034",0,0.34,"7",Local,"008",BETHANY,"2024",{4257EABC-429B-4704-AAC5-A0DF28DD5CB8},25
141,"0080037",0,1.68,"5",Major Collector,"008",BETHANY,"2024",{0EECBB09-3FB9-4F0D-BCEA-B4CD91299D4C},30
142,"0080038",0,1.01,"7",Local,"008",BETHANY,"2024",{6E87F444-2D73-46BA-9E37-AEBB86C02564},25
143,"0080089",0,0.22,"7",Local,"008",BETHANY,"2024",{2560ED22-4CBC-445B-B79C-4C7E8DF18DB0},25
144,"0080102",0,0.28,"7",Local,"008",BETHANY,"2024",{E5300458-D967-4B77-9BBB-C889536D7289},25
145,"0080106",0,0.58,"7",Local,"008",BETHANY,"2024",{7B140F0F-9B9E-4C74-8FE6-68B5E76DBE28},25
146,"0080111",0,0.2,"7",Local,"008",BETHANY,"2024",{6AFDF378-B2EA-4AB1-9902-188C67B188A1},25
147,"0090001",0,0.38,"7",Local,"009",BETHEL,"2024",{36190C0C-C1EC-44D2-974D-67D9F8B4B5B9},25
148,"0090007",0,1.13,"7",Local,"009",BETHEL,"2024",{7505761B-C31D-4890-AA1D-3E99284D29D8},25
149,"0090016",0,0.21,"7",Local,"009",BETHEL,"2024",{24BB1B31-A1B5-4ED7-A603-42C4BB8AB9C4},25
150,"0090030",0,0.36,"7",Local,"009",BETHEL,"2024",{6EC89813-4E0B-4E13-959E-9651267E9E9E},25
151,"0090035",0,0.44,"7",Local,"009",BETHEL,"2024",{B24D7E96-E2A9-4EBE-8B03-08115B44411C},25
152,"0090055",0,0.08,"7",Local,"009",BETHEL,"2024",{7CEFE908-0D24-403D-836A-FE040810B6E4},25
153,"0090061",0,0.26,"7",Local,"009",BETHEL,"2024",{59B2C72E-2B87-4FEA-9CF7-B0C2DECB7261},25
154,"0090063",0,0.08,"7",Local,"009",BETHEL,"2024",{73D94716-0883-477C-B09E-48B98B227F5C},25
155,"0090070",0,0.07,"7",Local,"009",BETHEL,"2024",{D2165BCB-AE18-40FE-A86B-5995DEB18450},25
156,"0090074",0,0.57,"7",Local,"009",BETHEL,"2024",{60D8B51B-DA70-43B7-AE2F-28775DEA6D1D},25
157,"0090085",0,0.12,"7",Local,"009",BETHEL,"2024",{5B135490-394D-473C-BBE7-8379A90141C0},25
158,"0090090",0,1.07,"7",Local,"009",BETHEL,"2024",{FE703E5B-2484-420F-8887-8E22E05B5FC9},25
159,"0090106",0,0.76,"7",Local,"009",BETHEL,"2024",{708CB4D6-A724-494A-8A93-42589B9A427D},25
160,"0090112",0,0.1,"7",Local,"009",BETHEL,"2024",{0AAB154D-5A0B-499C-879F-2422BC3A6D1C},25
161,"0090115",0,0.22,"7",Local,"009",BETHEL,"2024",{65C87C7C-D667-47C9-8761-1FF95F4E5513},25
162,"0090121",0,0.24,"7",Local,"009",BETHEL,"2024",{84DE7A53-7AEF-4C9C-98BA-6E55476A8957},25
163,"0070107",0,0.03,"7",Local,"007",BERLIN,"2024",{9B149E5A-BCE5-420A-9967-29E14D07B049},25
164,"0070108",0,0.19,"7",Local,"007",BERLIN,"2024",{2E9D3AFE-50B9-42E6-915E-054E64A1CC1D},25
165,"0070110",0,1.02,"5",Major Collector,"007",BERLIN,"2024",{8DA1C1E6-026A-4146-BAC7-00BF0D5571D0},30
166,"0070116",0,0.32,"7",Local,"007",BERLIN,"2024",{E1D813C6-9E11-4F32-BC54-EE34CCD9EB69},25
167,"0070122",0,0.08,"7",Local,"007",BERLIN,"2024",{362FA126-77B3-46C3-ADE3-E8837D10A0C5},25
168,"0070123",0,0.59,"7",Local,"007",BERLIN,"2024",{1D0DC476-92E4-46DB-9371-B5DF09F85EDE},25
169,"0070125",0,0.81,"7",Local,"007",BERLIN,"2024",{A9B5F287-40C9-4C4C-8E48-585381964C44},25
170,"0070127",0,0.3,"7",Local,"007",BERLIN,"2024",{47436036-2F05-4F97-903C-B928684B73C7},25
171,"0070129",0,0.28,"7",Local,"007",BERLIN,"2024",{27B8A32D-8E01-43C8-BE98-40B8CFD56439},25
172,"0070135",0,0.9,"7",Local,"007",BERLIN,"2024",{4D8B61A9-D9F9-43C8-97FD-07276A7BF170},25
173,"0070142",0,0.34,"5",Major Collector,"007",BERLIN,"2024",{FC434394-03E5-44F0-9E8A-17BBF0099EC0},30
174,"0070144",0,0.11,"7",Local,"007",BERLIN,"2024",{A3C960EF-D708-42D7-9CB5-D9912FEED031},25
175,"0070146",0,0.05,"7",Local,"007",BERLIN,"2024",{25308653-5C97-46B5-8914-6501EE3E4ECF},25
176,"0070150",0,0.26,"7",Local,"007",BERLIN,"2024",{CF8D9C3F-188B-44A0-9355-38C2639822BA},25
177,"0070164",0,0.28,"7",Local,"007",BERLIN,"2024",{7AE83AE4-6A66-496E-8A25-3CC2C9B7EFD5},25
178,"0070166",0,0.44,"7",Local,"007",BERLIN,"2024",{102E3FBA-368F-495E-87E0-EB0155F40861},25
179,"0070173",0,0.07,"7",Local,"007",BERLIN,"2024",{BB297BF4-550A-4811-B88E-8715B20F034C},25
180,"0070179",0,0.16,"7",Local,"007",BERLIN,"2024",{D0654611-2612-4FCD-A3F4-E0B4C90544EA},25
181,"0070186",0.38,0.55,"5",Major Collector,"007",BERLIN,"2024",{715E4A13-0AEF-4F66-9E72-3E3F789D6091},30
182,"0070192",0,0.23,"7",Local,"007",BERLIN,"2024",{5C655E5F-DFF6-444F-94EF-6A99EE30EE42},25
183,"0070205",0,0.25,"7",Local,"007",BERLIN,"2024",{F41F19E7-A18A-4206-9FAB-7EFB4045DFEF},25
184,"0070206",0.07,0.57,"7",Local,"007",BERLIN,"2024",{0B544650-5825-4E4E-9E86-F4A6CF33B0EB},25
185,"0070217",0,0.37,"4",Minor Arterial,"007",BERLIN,"2024",{006132F4-8C34-44D1-AE65-155B7110E3C8},40
186,"0070219",0.26,0.57,"7",Local,"007",BERLIN,"2024",{423C6AD1-7C07-44F3-B81E-C95E19771223},25
187,"0070221",0,0.21,"7",Local,"007",BERLIN,"2024",{8B640B28-5D35-415C-92EE-DAE5E8BBBA39},25
188,"0070226",0,0.1,"7",Local,"007",BERLIN,"2024",{DC0C21D1-C42C-417A-A5F6-6602FD36983C},25
189,"0070240",0,0.08,"7",Local,"007",BERLIN,"2024",{EFC5BEAD-300C-47A4-8D86-64F95B3F3280},25
190,"0070252",0,0.14,"7",Local,"007",BERLIN,"2024",{2D02D918-8439-4576-848C-D1CFE3899ED4},25
191,"0070253",0,0.06,"7",Local,"007",BERLIN,"2024",{D3435986-ACEE-4DFE-B477-DCF8E631058A},25
192,"0070266",0,0.3,"7",Local,"007",BERLIN,"2024",{510CF137-69E5-49A6-B937-BB85C72C68CC},25
193,"0070274",0,0.22,"7",Local,"007",BERLIN,"2024",{E4F748EA-B766-4A2F-A346-B92D2710B782},25
194,"0070275",0,0.11,"7",Local,"007",BERLIN,"2024",{3D4043BD-32B4-4DB0-9E65-BBA3B3CE0605},25
195,"0070277",0,0.12,"7",Local,"007",BERLIN,"2024",{C8024D4D-2668-4C5D-80D4-809DC937E637},25
196,"0070279",0,0.07,"7",Local,"007",BERLIN,"2024",{7D8F5EAE-7C1D-411A-803F-497157946B8A},25
197,"0070280",0,0.18,"7",Local,"007",BERLIN,"2024",{38C0E868-6F16-41F1-BD70-5FD3017EF0E4},25
198,"0070291",0,0.61,"7",Local,"007",BERLIN,"2024",{624AF438-4A2F-449D-9BC9-C7CEBC78993F},25
199,"0070298",0,0.04,"7",Local,"007",BERLIN,"2024",{48AF13CB-C36F-4686-965A-851ED3010FE2},25
200,"0070299",0,0.09,"7",Local,"007",BERLIN,"2024",{612B3559-B626-4A03-BCA6-3A1F6A9957BB},25
201,"0070301",0,0.31,"7",Local,"007",BERLIN,"2024",{7F8319D8-DDE5-4B32-B2F3-C288BA405163},25
202,"0070337",0,0.22,"7",Local,"007",BERLIN,"2024",{C6FAFEF6-8ED8-4B7D-B98B-A30CA3CE5775},25
203,"0070342R",0,0.09,"7",Local,"007",BERLIN,"2024",{D6F90136-AF0B-4398-8E76-76A1CB36CA4D},25
204,"0070352",0,0.43,"7",Local,"007",BERLIN,"2024",{E04FE578-F523-4266-9F0A-23256B9EE7FB},25
205,"0070358",0,0.08,"7",Local,"007",BERLIN,"2024",{235B949F-DC44-4BBA-B967-6A677BF704CB},25
206,"0080001",0,0.31,"7",Local,"008",BETHANY,"2024",{0A602ADC-3D90-4079-A5C3-D04A0304F201},25
207,"0080005",0,0.95,"5",Major Collector,"008",BETHANY,"2024",{CCC7E272-552C-43C8-A793-523DABA70A1A},30
208,"0080005",0.95,1.5,"7",Local,"008",BETHANY,"2024",{CF67040D-06C2-4F82-9D01-EF8CAB1E5063},25
209,"0090256",0,0.24,"7",Local,"009",BETHEL,"2024",{A5A9CAFE-48FD-4002-A70C-A79537186A49},25
210,"0090257",0,0.14,"7",Local,"009",BETHEL,"2024",{D1294408-D1B1-4AF3-B152-36CD285EDA26},25
211,"0090259",0,0.09,"7",Local,"009",BETHEL,"2024",{05BAB265-4917-4DD5-9105-C9E14A19645C},25
212,"0100005",0,0.24,"7",Local,"010",BETHLEHEM,"2024",{6E59BB8C-E197-43EE-8E80-2968D86B2679},25
213,"0100006",0,0.7,"7",Local,"010",BETHLEHEM,"2024",{9E101EFB-438E-46D8-8547-10CF75B4DD81},25
214,"0100016",0,0.69,"7",Local,"010",BETHLEHEM,"2024",{C56BF7B9-F7DB-4856-B37D-17E705B4A820},25
215,"0100034",0,1.17,"7",Local,"010",BETHLEHEM,"2024",{00A7B7CA-5E3A-43E4-91BB-53EB57BAC521},25
216,"0100041",0,0.97,"7",Local,"010",BETHLEHEM,"2024",{DF191B91-4E1F-4D6B-AAE1-47C70F06543F},25
217,"0100057",0,0.46,"7",Local,"010",BETHLEHEM,"2024",{56BC7590-B451-41AB-98F9-4F575A8250DD},25
218,"0120043",0,0.16,"7",Local,"012",BOLTON,"2024",{0829AAF0-EE6F-4D60-8647-2B0DEED45768},25
